abbreviation	keggId	pubChemId	cheBlId	hmdb
M01729		168381	77086	HMDB0002250
M03049				
M02973		53477791	84634	HMDB0005066
M02975				
M02976				
M02102				
M02103				
vacccrn		53477830		
M02638				
M02611				
M01776				
M01777				
M01775				
M00122				
M00100				
M02051				
M01724				
M01727				
M01726				
M02637				
M00011				
M00342				
M00261				
M01770				
M00022				
M00263				
M00316				
M03046				
M02111				
M00112				
M00046				
M00780				
M00875				
M00061		86289262	77545	HMDB0062229
M00795				
M00897				
M00069				
M00804				
M00909				
M00071				
M00806				
M00911				
M00056				
M00792				
M00889				
M00048				
M00782				
M00877				
M00063		86290090	86160	HMDB0062230
M00797				
M00899				
M03019				
M00172				
M00849				
M03022				
M01573				
M00885				
M03024				
M00170				
M00841		72551571	76555	HMDB0062361
HC10695				
CE5124		14671060	49189	HMDB0001958
M01452				
M01453				
M01454				
M01455				
M01456				
M01457				
M01458				
M01459				
M01460				
M01461				
M01462				
M01463				
M01464				
M01465				
M01466				
M01467				
M01468				
M01469				
M01470				
M01471				
M01472				
M01473				
M01474				
M01475				
M01476				
M01477				
M01478				
M01479				
M01480				
M01481				
M01482				
M01483				
M01484				
M01485				
M01486				
M01487				
M01489				
M01490				
M01491				
M01492				
M01494				
M01495				
M01496				
M01497				
M01498				
M01501				
M01502				
M01506				
M01508				
M01509				
M01510				
M01572	C05640	114918		HMDB0004078
M02127	C02415			
CE3074				
M00646	C01146	1122	16992	HMDB0006938
CE2120				
M01408	C08299	10257	3210	HMDB0041842
M01757	C02266	439692	15867	HMDB0011676
M01358	C02248			
M01631	C00524		18070	
M02050	C01708		5656	
M01957	C06258		5386	
M03126	C02469		15436	HMDB0000916
M03125	C05767		27484	HMDB0000936
M03081	C00787			
M02421	C02839 		29161	
M03063	C01635			
M02335	C00886		17732	
M03064	C01636			
M02340	C02163		18366	
M03065	C01637			
M02341	C03402		29265	
M03066	C01638			
M02342	C02984 		29158	
M03067	C01639			
M02351	C03125		29152	
M03068	C01640			
M02376	C02282		29166	
M03069	C01641			
M02377	C02987		29157	
M03070	C01642			
M02006	C02412		29156	
M03071	C01643			
M02380	C02988		29155	
M03072	C01644			
M02401	C03127		29160	
M03073	C01645			
M02404	C02047		16624	
M03074	C01646			
M02405	C01931		16047	
M03075	C01647			
M02408	C02430		16635	
M02576	C03294		17119	
M03076	C01648			
M02412	C03511		29153	
M03077	C01649			
M02415	C02702		29154	
M03078	C01650			
M02416	C02553		29162	
M03079	C01651			
M02419	C02992 		29163	
M03080	C01652			
M02420	C03512		29159	
M03082	C01653			
M02423	C02554		29164	
M02414				
M01352				
M00245	C15606	5462190	49252	HMDB0012134
M00684	C08276	563	1438	HMDB0001527
M01995				
M00209	C16237			
M02397	C16239			
M00210	C16236			
M00208	C16832			
CE5850		53481452		HMDB0012516
CE5851		53481535		HMDB0012867
CE5849		53481530		HMDB0012849
CE5845				
M01938	C14155	5282349	33277	HMDB0012958
CE5846		53481454		HMDB0012518
CE5847		53481537		HMDB0012869
CE5848		53481532		HMDB0012851
CE5723		53481525		HMDB0012799
CE5718		53481453		HMDB0012517
CE5719		53481536		HMDB0012868
CE5721		53481531		HMDB0012850
CE5855		53481451		HMDB0012515
CE5856		53481534		HMDB0012866
CE5844		53481529		HMDB0012848
M03122	C00603	439269	15412	HMDB0001005
CE5899				
M01032	C16683	5289090		HMDB0012329
M00535	C04233		71980	
M02838	C02075	5460164	545914	HMDB0003598
M00292	C03455			
CE5652				
CE6583				
CE6585				
CE6584			71980	
CE2956	C16677	6438629	63795	HMDB0006254
CE2954	C16678	6437063	269971	HMDB0006285
CE2960				
M02605	C06213	6088	28136	HMDB0004370
M00647	C02763	641637	16815	HMDB0012225
M00819	C05594	10805	846276	HMDB0001490
M00643	C05350	636708	27683	HMDB0006915
M02146	C05590	24841	43451	HMDB0059634
M00658		50986248	64180	HMDB0062197
M01165		50986092	64181	HMDB0062428
M00770		56927876	64182	HMDB0062350
M00213	C05544			
M02767	C01211		51807	
M01036	C04487			
M00232	C04759			
M01374	C07535	2336	29865	HMDB0062469
M01379	C14849			
M01378	C14850			
M01375	C14851			
M00944	C14855	11954068		HMDB0060391
M01377	C14852			
M01241	C14556	28598		HMDB0062438
M01175	C14856	11954069	34479	HMDB0060423
M01376	C14853	41322	30614	HMDB0062470
M01242	C14854	115064	34513	HMDB0062439
M00034	C14787	11094749	34001	HMDB0060301
M00031	C14791	11954044		HMDB0060300
M00243	C06205		28516	
M02557		0	17435	HMDB0060497
M00246	C14783			
M00244	C14784	186920	34048	HMDB0062273
M00538	C11714	7005	10319	HMDB0012138
M00250	C14785		34063	
M00251	C02617		CHEBi:27418	
M00668	C11713	8663	10432	HMDB0012322
M00033	C14792	11954045		HMDB0060302
M01302	C19585			
M01300	C16756	15558498		HMDB0030479
M01301	C19594			
M01297	C19595			
M01299	C11278	5460816		HMDB0060431
M01295	C19588	3035008		HMDB0060430
M01294	C19589			
M00229	C19591			
M01156	C19590	53297445	53108	HMDB0062427
M01318	C19592	53297447	82583	HMDB0062442
M03044	C06790	6575	16602	HMDB0029593
M02850	C14868	6437359		HMDB0060504
M02144	C01327	313	17883	HMDB0002306
M02954	C11148	28167	28888	HMDB0062533
M01692	C14867		34688	
M01691	C11149			
M01441	C14866		48814	
M01440		0	28142	HMDB0060451
M03041	C11150	6421	30956	HMDB0042048
M03043	C07490	8259	28094	HMDB0041796
M03042	C14869	3036914		HMDB0042049
M01403	C11036		3179	
M01407	C14839			
M00724	C14847	11954066		HMDB0060381
M01406	C14844			
M00974	C14453	7808	47248	HMDB0062397
M00975	C14845	11954064	34390	HMDB0062398
M00973	C14843	28487		HMDB0062396
M00972	C14846	11954065		HMDB0062395
M01405	C14840			
M00637	C14841	7244		HMDB0032059
M00571	C14848	11954067		HMDB0060358
M01404	C14842			
M00435	C19489			
M01196		0		HMDB0060419
M01173	C19604			
M03032	C19490	156317	82518	HMDB0060517
M00030	C19559	174597	82558	HMDB0062223
M01195		0		HMDB0060420
M03038	C19607	12778780	82593	HMDB0060519
M00932	C16453	47289	32692	HMDB0011603
M00929	C19574			
M00951	C19563	53297437	82561	HMDB0062382
M00992	C19566	53297439		HMDB0062404
M00927	C19602	156652		HMDB0062375
M00226	C19577			
M01320	C19580	53297441	82574	HMDB0062444
M00928	C19605	183009	82591	HMDB0060383
M02607	C19606			
M00930	C19603	150097	82589	HMDB0041953
M00931	C19564	53297438	82562	HMDB0062376
M00985	C19565	107819		HMDB0062402
M02589	C00697	947	17997	HMDB0001371
M00917	C19569	437	66951	HMDB0000992
M01025	C19567	115084	66879	HMDB0062406
M02608	C20306	108081		HMDB0062508
M01035	C19578	179630	82572	HMDB0062407
M01929	C19579	438		HMDB0001119
M01319	C19581	53297442	82575	HMDB0062443
M00225	C19582	156653	82576	HMDB0062266
M00545	C14040	6849	34104	HMDB0062188
M00546	C14800			
M00542	C14805	11954056		HMDB0060327
M00541	C14806	11954057		HMDB0060326
M00540	C14801			
M00547	C14802			
M00544	C14803	11954054		HMDB0060330
M00543	C14804	11954055		HMDB0060329
M00548	C14788	30767		HMDB0062189
M02580	C14789	11828	34871	HMDB0062503
M00539	C14790			
M00228	C14039		34031	
M00568		0		HMDB0060357
M02853	C14861	11954070		HMDB0060506
M00567	C14860	85275	34213	HMDB0062193
M00227		0		HMDB0060333
M00565	C14865	11954073		HMDB0060342
M00566	C14863	11954072		HMDB0060343
M00676	C14862	11954071	34302	HMDB0062198
M01444		0		HMDB0060452
M02854	C14864	163913		HMDB0060505
M01443	C06755	300	27869	HMDB0031331
M00242		0	28534	HMDB0060334
M00636		0		HMDB0060344
M02143	C13645		47266	
M02861	C14871	11954074		HMDB0060507
M01978	C14874	159079		HMDB0060479
M02855	C14875	5460887	35896	HMDB0062525
M02887	C05684	1090	18212	HMDB0011119
M02469		0	64685	HMDB0060488
M02895	C05689	147004	27812	HMDB0004113
M01618	C18239	16061579	60210	HMDB0059639
M02488	C05924	23304237	21437	HMDB0002206
M01281	C19848	53356705	62728	HMDB0059628
M02847	C00046			
M00200	C02743			
M02898	C20120			
M00194	C04506			
M00195	C04748			
M01805	C19691	6438372	62141	HMDB0011627
M00677		0	15894	HMDB0060356
M01871	G00031			
M01872	G00032			
M01142	C15658		44230	HMDB0011668
M01865	G00005			
M01895	G10526			
M01896	G10595			
M01897	G10596			
M01898	G10597			
M01867	G00007			
M01868	G00020			
M01869	G00021			
M01870	G00022			
M00223	C04635		15785	
M00512	C03454			
M00627	C15647	52929743		HMDB0011155
M00224	C15645			
M00222	C15646	52929772		HMDB0011154
M00513	C03820	13341683		HMDB0011147
M00206	C00585			
M00218	C01167			
M00217	C03721			
M02893	C05336 		9100	
M00197	C00613			
M00199	C00327	9750	16349	HMDB0000904
M00215	C16011			
M02496	C01201		15827	
M00673	C02505	7680	16562	HMDB0010715
M01422	C04419			
M02506	C05843	440810	27838	HMDB0004194
M02505	C05842	69698	27410	HMDB0004193
M01750	C02097	439651	14086	HMDB0006876
M02807	C01168	439424	18116	HMDB0001271
M01388	C00221	64689	15903	HMDB0000516
M01389	C01172		17719	
M02645	C02863			
M03163	C05579	440728	27406	HMDB0006779
eumelanin	C17937			
M02446				
M02447	C01936	5288409	61953	HMDB0012253
M02449				
M02451	C02052	439639	61988	HMDB0001296
M01966	C01231	82400	18148	HMDB0003514
M00561	C05125	440568	978	HMDB0003904
M02723	C05598	68144	27480	HMDB0000821
M02957	C00422	3246953		HMDB0005357
M01678	C00721			
M01677	C00721	62698		HMDB0006857
M02671	C01261	165186	15883	HMDB0001340
M01437	C00461		17029	
M01436	C00461	21252321	17029	HMDB0003362
M00136	C03245			
M00137	C03245			
M00193	C02308			
M00192	C02307			
M03104	C04090			
M02988	C00145		29256	
M03105	C00496			
M00214	C03635			
M02709	C03633			
M02710	C03798		15701	
M00190	C01003			
M00191	C03875			
M02128	C01997			
M00201	C02583			
M01310	C01664			
M00207	C03636			
M01360	C06197	14464643	27775	HMDB0001155
M01719	C04250			
M01720	C11475			
M00216	C03800			
M02918	C17202			
M00203	C04311			
M00202	C03306			
M02669	C00746	53477758		HMDB0002865
CE5799				
CE5800				
M02840	C00778			
M02743	C02456			
M01166	C16614	0	28279	HMDB0060412
M02989		667490	2208	HMDB0015167
M01317	C01392			
M01676	C05234			
M00915	C03463		1359	
M02755	C00419		15986	
M01129	C03475			
M00096	C02100			
M01864	C02031			
M02438	C02339			
M02437	C04802			
M02436	C04833		17894	
M02435	C01972			
M02627	C03881		17739	
M02005	C02038		16462	
M02577	C03626	123831	17929	HMDB0001539
M01707	C00543	674	17170	HMDB0000087
M03053	C00565	1146	18139	HMDB0000906
M03054	C01104	1145	15724	HMDB0000925
M02545				HMDB0060492
M00220	C01293	57424078	43474	HMDB0000973
M00219	C01256			
M03086	C01978			
M02820	C01449	53477731	17433	HMDB0001495
M03084	C01977 			
M03061	C04158			
M03062	C04160			
M03059	C04728			
M03058	C11478			
M02626	C03880			
M02625	C03523			
M03083	C00066		17843	
M03060	C04432			
M03085	C02764			
M03087	C00868			
M01367	C06697	544	29866	HMDB0011620
M02474	C07294	8948	29852	HMDB0012258
M01251	C07565	904	28884	HMDB0001250
M01341	C00292	6115	17296	HMDB0003012
M00187	C01141			
M02737	C04141			
M02542	C02999	5462248		HMDB0060494
M02541	C02713	5462244	21615	HMDB0060493
M02513	C04540	123826	17261	HMDB0000489
M02521	C01239	439454	15947	HMDB0001104
M01018	C04375			
M02702	C02871			
M02701	C03957			
M00155	C02693	397	16031	HMDB0029739
M00823	C01308			
M00822	C04726			
M02911	C01225		18321	HMDB0011649
M03145	C01628		28384	
M02829	C05850	5280846		HMDB0004198
M03144	C16711			
M02339	C16739			
M00196	C00017		16541	
M02706	C03303			
M02707	C02303			
M02375	C02986			
M01128	C02805			
M02704	C03023		16044	
M02703	C03895		15989	
M02708	C03530			
M02705	C03531			
M02849	C04312			
M02848	C03638			
M02427	C03706			
M02428	C04789			
M02002	C04755			
M02003	C04010			
M02700	C04692	440443	16475	HMDB0011654
M02699	C04441	440342	17144	HMDB0011655
M00188	C06409			
M00189	C06410			
M01838	C11439			
M02472	C11440			
M01710	C11524			
M02493	C11525			
M00683	C11547			
M00774	C11548			
M02837				
M01114	C04489	16722111	17614	HMDB0012177
M02979	C04144	16722112	17420	HMDB0012290
M02742	C00562			
M02801	C01609			
M02656	C02729			
M02382	C15473	28486	49713	HMDB0005949
M02035	C17349	3520	42820	HMDB0001842
M02467	C07151	4091	6801	HMDB0001921
M02821	C06527	441074	28593	HMDB0015044
M02482	C00305	888	18420	HMDB0000547
M01624	C00070	27099	29036	HMDB0000657
M01571	C06952	2756	3699	HMDB0014644
M03159	C03313	5280585	28433	HMDB0060502
M03161	C00182	439177	28087	HMDB0000757
M03162	C05578	114683	27404	HMDB0004058
M03164	C00993	5460362	16576	HMDB0003459
M03165	C02076	102926	130460	HMDB0003219
M03166	C06222	16070031	9082	HMDB0060509
M03167	C03366	25163995	16752	HMDB0059600
M03168	C05989	440865		HMDB0002170
M03169	C00723			
M03170	C02288			
M01602				
Temp001				
M02392				
M03139				
M03140				
M03143				
HC10782				
HC10853				
HC12594				
phenol				
btn_co2				
acaadpdp				
acaadpsal				
glycys				
plasmetha				
copre5b				
histl_L				
pre1				
myrstcaglc				
palmtcaglc				
sttcaglc				
ai15tcaglc				
ai17tcaglc				
i14tcaglc				
i15tcaglc				
i16tcaglc				
i17tcaglc				
pnp				
rbflvrd				
sttcaala_D				
ai17tcaala_D				
i17tcaala_D				
hmgth				
mmet				
dhnacoa				
myrstcaala_D				
palmtcaala_D				
ai15tcaala_D				
i14tcaala_D				
i15tcaala_D				
i16tcaala_D				
2mmal				
bbtcoa				
12ethd				
oxam				
chlphyllide				
chloropha				
mppp9				
mppp9mme				
hmppp9mme				
oxomppp9mme				
dvprotochloroph				
protochloroph				
3cvobz				
ftz				
dhxft				
6adxft				
2mmale				
e3mmal				
malylcoa				
hicit				
hacon_C				
oxag				
2acamsucc				
sbt_L		82170		
4hbald				
dh6na				
aadpsae				
hololys2				
l2aadipad				
cdhxft				
citmal				
12dhchol				
3dhchol				
3dhcdchol				
3dhdchol				
3dhlchol				
7dhcdchol				
7dhchol				
ca24g				
ca3s				
cdca24g				
cdca3g				
hyochol				HMDB0000760
coprost				
dca24g				
dca3g	C03033	53477755		HMDB0002596
dca3s				
gca3s				
gcdca3s				
gdca3s				
gudca3s				
hca24g				
hca6g				
hdca24g				
hdca6g				
icdchol				
isochol				
lca24g				
lca3g				
lca3s				
tca3s				
tcdca3s				
tdca3s				
thyochol	C15516	0		HMDB0011637
tudca3s				
uchol				
udca3s				
tacr				
12htacr				
13dmt				
1331tacr				
31dmt				
4ohmdz				
14hmdz				
1ohmdz				
15dmt				
1513tacr				
1531tacr				
1hibupglu_S				
1hibup_S				
1hmdgluc				
mdz				
2hatvacid				
2hatvlac				
2hatvacidgluc				
atvacid				
2hatvlacgluc				
atvlac				
2hibupglu_S				
2hibup_R				
2hibup_S				
pvs				
35dhpvs				
smv				
35dsmv				
3hibupglu_S				
3hibup_R				
3hibup_S				
3hlvst				
3hlvstacid				
3hpvscoa				
3hpvstetcoa				
3hpvstet				
3hpvs				
3hsmv				
3hsmvacid				
6hsmv				
3ispvs				
3ohacmp				
3meacmp				
acmp		1983	46195	HMDB0001859
4bhglz				
glz				
4hatvacid				
4hatvlac				
4hmdgluc				
tripvs				
56dhpvs				
56eppvs				
5ohfvs				
5ohfvsglu				
fvs				
6ahglz				
6bhglz				
6bhglzglc				
6csmv				
6csmvacid				
6msmv				
6epvs				
6hlvst				
6hlvstacid				
6hmsmv				
6hmsmvacid				
6hsmvacid				
6melvst				
6melvacid				
6ohfvsglu				
6ohfvs				
7ahglz				
7bhglz				
7bhglzglc				
7hpvs				
allop				
acmpglu		83944	32636	HMDB0010316
acmpglut			32639	
sulpacmp				
oxyp				
am1csa				
am19cs				
am9csa				
am1acs				
am1a4ncs				
am1ccs				
am1accs				
am1alcs				
am1c9cs				
am1c4n9cs				
csa				
am1cglc				
am4n9cs				
am4ncs				
atvethgluc				
atvacylgluc				
atvlacgluc				
caribupglu_S				
caribup_R				
caribup_s				
crglz				
mhglz				
crvsm1				
crvsm24				
crvsm23				
crvs				
crvsm22				
cvm1gluc				
cvm23gluc				
crvsm31				
csasulp				
cysacmp				
meracmp				
deoxfvs				
desfvs				
dhglz				
dspvs				
epoxtac				
fvstet				
fvstetglu				
glc3meacp				
gtacmp				
ibup_R				
ibup_S				
ibupgluc				
isolvstacid				
lst4exp				
lstn				
lstn1gluc				
lstnm1				
lstnm2				
lstnm4				
lstnm5				
lstnm7				
lvst				
mdzglc				
ndersv				
nfd				
nfdac				
nfdlac				
nfdnpy				
nfdoh				
oxy1rb				
oxy7rb		6336410		
profvs				
ptvst				
ptvstlac				
ptvstm3				
pvsgluc				
rsv				
rsvlac				
s3meacmp				
smvacid				
stacmp				
tauribup_S				
thrfvs				
tlacfvs				
tmd				
tmdm1				
tmdm3				
tmdm5				
tsacmgluc				
tsacmsul				
fvsgluc				
tmacmp				
ibupcoa_R				
ibupcoa_S				
lvstacid				
udprib				
fvscoa				
profvscoa				
ptvstgluc				
ptvstm13				
rsvgluc				
simvgluc				
thsacmp				
napqi				
protein				
7ocholate				
adchac				
alchac				
3dhcacoa				
3dhcdcacoa				
udoholcoa				
3dhudcacoa				
3dh4cacoa				
3dh4cdcacoa				
3dh4udcacoa				
3dh4chol				
3dh46dchol				
3dh4cdchol				
3dh46lchol				
3dh4udchol				
3dh4dchol				
3dhadchol				
3dh4lchol				
3dhalchol				
